time,ax,ay,az,atotal
0.000,-0.23,-1.40,1.77,2.27
0.010,-0.66,-1.47,1.14,1.98
0.020,-1.04,-1.41,0.26,1.77
0.030,-1.28,-1.10,-0.63,1.80
0.040,-1.24,-0.62,-1.33,1.92
0.050,-1.09,-0.17,-1.72,2.05
0.060,-1.10,0.03,-1.69,2.02
0.070,-1.10,0.00,-1.22,1.65
0.080,-0.94,-0.16,-0.49,1.07
0.090,-0.67,-0.31,0.21,0.77
0.100,-0.40,-0.47,0.80,1.01
0.110,-0.28,-0.64,1.39,1.56
0.120,-0.23,-0.92,1.82,2.05
0.130,-0.26,-1.20,1.86,2.22
0.140,-0.50,-1.39,1.44,2.06
0.150,-0.74,-1.46,0.63,1.75
0.160,-0.85,-1.44,-0.36,1.71
0.170,-0.88,-1.29,-1.29,2.02
0.180,-0.83,-0.98,-1.99,2.37
0.190,-0.72,-0.63,-2.41,2.60
0.200,-0.64,-0.30,-2.54,2.63
0.210,-0.60,-0.02,-2.48,2.55
0.220,-0.51,0.20,-2.30,2.36
0.230,-0.33,0.42,-2.02,2.08
0.240,-0.20,0.58,-1.79,1.89
0.250,-0.15,0.68,-1.63,1.77
0.260,-0.07,0.77,-1.49,1.68
0.270,-0.05,0.80,-1.33,1.55
0.280,-0.11,0.79,-1.08,1.34
0.290,-0.23,0.83,-0.74,1.13
0.300,-0.34,0.89,-0.42,1.04
0.310,-0.37,0.94,-0.20,1.03
0.320,-0.44,0.95,-0.20,1.07
0.330,-0.52,0.95,-0.27,1.11
0.340,-0.56,0.96,-0.34,1.16
0.350,-0.59,1.01,-0.38,1.23
0.360,-0.54,1.03,-0.33,1.21
0.370,-0.54,0.95,-0.14,1.10
0.379,-0.55,0.79,0.19,0.98
0.390,-0.56,0.56,0.62,1.01
0.399,-0.57,0.31,1.07,1.25
0.410,-0.53,0.12,1.51,1.61
0.419,-0.41,0.06,1.79,1.84
0.429,-0.19,0.13,1.83,1.85
0.439,0.05,0.29,1.69,1.71
0.449,0.26,0.38,1.47,1.54
0.459,0.54,0.34,1.25,1.40
0.469,0.70,0.25,1.03,1.27
0.479,0.72,0.12,0.90,1.16
0.489,0.49,0.07,0.80,0.94
0.499,-0.01,0.19,0.70,0.72
0.509,-0.42,0.43,0.46,0.76
0.519,-0.36,0.56,0.10,0.67
0.529,-0.01,0.50,-0.28,0.57
0.539,0.28,0.43,-0.34,0.62
0.549,0.50,0.43,0.05,0.67
0.559,0.75,0.32,0.78,1.13
0.569,1.01,0.11,1.52,1.83
0.579,1.17,-0.11,2.03,2.35
0.589,1.13,-0.22,2.20,2.48
0.599,0.94,-0.34,1.90,2.14
0.609,0.71,-0.54,1.18,1.48
0.619,0.43,-0.77,0.49,1.01
0.629,0.04,-0.97,-0.03,0.97
0.639,-0.26,-1.06,-0.43,1.17
0.649,-0.39,-1.05,-0.71,1.33
0.659,-0.34,-0.94,-0.89,1.34
0.669,-0.25,-0.77,-0.95,1.24
0.679,-0.05,-0.58,-1.06,1.21
0.689,0.22,-0.74,-1.18,1.41
0.699,0.60,-0.86,-1.08,1.50
0.709,0.60,-0.27,-0.50,0.82
0.719,0.74,-0.09,-0.16,0.76
0.729,1.14,-0.06,-0.02,1.14
0.739,1.11,-0.05,0.24,1.14
0.749,0.96,-0.07,0.44,1.06
0.759,0.74,-0.20,0.45,0.89
0.769,0.55,-0.33,0.30,0.70
0.779,0.42,-0.40,0.11,0.59
0.789,0.39,-0.31,-0.21,0.54
0.799,0.36,-0.13,-0.65,0.75
0.809,0.32,0.07,-1.17,1.22
0.819,0.28,0.23,-1.64,1.68
0.829,0.25,0.39,-1.89,1.95
0.839,0.25,0.49,-1.85,1.93
0.849,0.35,0.51,-1.67,1.78
0.859,0.53,0.43,-1.50,1.65
0.869,0.62,0.45,-1.36,1.56
0.879,0.56,0.55,-1.28,1.50
0.889,0.53,0.74,-1.18,1.50
0.899,0.57,0.89,-1.13,1.55
0.909,0.62,0.97,-1.04,1.55
0.919,0.71,0.99,-0.94,1.54
0.929,0.73,0.99,-0.71,1.42
0.939,0.65,1.02,-0.34,1.26
0.949,0.52,1.03,0.04,1.15
0.959,0.35,1.07,0.34,1.17
0.969,0.24,1.07,0.56,1.23
0.978,0.19,0.99,0.62,1.18
0.989,0.07,0.86,0.67,1.09
0.998,-0.03,0.73,0.77,1.07
1.009,-0.04,0.61,0.95,1.13
1.019,0.06,0.44,1.13,1.22
1.029,0.20,0.31,1.33,1.38
1.039,0.41,0.26,1.42,1.50
1.048,0.59,0.26,1.40,1.54
1.058,0.63,0.28,1.40,1.56
1.069,0.56,0.36,1.37,1.53
1.078,0.29,0.47,1.32,1.43
1.089,-0.10,0.62,1.17,1.33
1.098,-0.46,0.72,0.90,1.24
1.109,-0.55,0.66,0.61,1.05
1.118,-0.41,0.42,0.57,0.82
1.128,-0.22,0.10,0.78,0.81
1.138,-0.03,-0.18,1.17,1.18
1.148,0.13,-0.39,1.69,1.74
1.158,0.28,-0.59,2.13,2.23
1.168,0.35,-0.81,2.34,2.50
1.178,0.38,-0.99,2.30,2.53
1.188,0.27,-1.13,1.97,2.29
1.198,0.05,-1.22,1.39,1.85
1.208,-0.32,-1.23,0.70,1.45
1.218,-0.75,-1.20,0.01,1.41
1.228,-1.16,-1.11,-0.66,1.73
1.238,-1.52,-0.95,-1.35,2.24
1.248,-1.70,-0.76,-1.90,2.66
1.258,-1.72,-0.55,-2.10,2.77
1.268,-1.54,-0.39,-1.91,2.49
1.278,-1.23,-0.28,-1.45,1.92
1.288,-0.96,-0.15,-0.82,1.27
1.298,-0.76,-0.07,-0.25,0.80
1.308,-0.55,-0.10,0.18,0.59
1.318,-0.33,-0.21,0.51,0.64
1.328,-0.11,-0.31,0.60,0.68
1.338,-0.02,-0.37,0.44,0.57
1.348,0.00,-0.42,0.12,0.43
1.358,-0.06,-0.41,-0.31,0.51
1.368,-0.14,-0.38,-0.72,0.83
1.378,-0.19,-0.33,-1.07,1.14
1.388,-0.26,-0.29,-1.36,1.41
1.398,-0.34,-0.29,-1.55,1.62
1.408,-0.44,-0.25,-1.74,1.82
1.418,-0.51,-0.20,-1.87,1.95
1.428,-0.53,-0.14,-1.90,1.98
1.438,-0.41,-0.08,-1.87,1.91
1.448,-0.23,0.07,-1.77,1.78
1.458,-0.13,0.23,-1.60,1.62
1.468,-0.06,0.39,-1.40,1.45
1.478,-0.06,0.49,-1.19,1.29
1.488,-0.12,0.55,-1.03,1.17
1.498,-0.25,0.61,-0.93,1.14
1.508,-0.42,0.66,-0.87,1.17
1.518,-0.59,0.68,-0.72,1.15
1.528,-0.67,0.72,-0.43,1.07
1.538,-0.65,0.73,-0.10,0.98
1.548,-0.56,0.75,0.19,0.95
1.558,-0.47,0.75,0.47,1.00
1.568,-0.34,0.71,0.73,1.08
1.578,-0.19,0.64,0.95,1.16
1.588,-0.12,0.56,1.17,1.31
1.598,-0.08,0.58,1.39,1.51
1.608,-0.01,0.60,1.52,1.64
1.618,0.05,0.52,1.60,1.68
1.628,0.06,0.44,1.63,1.69
1.638,0.03,0.29,1.55,1.58
1.648,0.04,0.09,1.52,1.53
1.658,0.06,-0.13,1.59,1.60
1.668,-0.05,-0.28,1.51,1.54
1.677,-0.32,-0.24,1.21,1.27
1.688,-0.62,-0.07,0.76,0.98
1.697,-0.61,0.15,0.26,0.68
1.708,-0.21,0.28,-0.22,0.42
1.717,0.32,0.34,-0.47,0.67
1.727,0.80,0.32,-0.26,0.91
1.737,1.24,0.14,0.38,1.30
1.747,1.48,-0.25,1.20,1.92
1.758,1.31,-0.60,1.79,2.30
1.767,1.09,-0.94,2.06,2.51
1.777,0.76,-1.21,1.95,2.41
1.787,0.34,-1.40,1.39,2.01
1.797,-0.05,-1.48,0.51,1.56
1.807,-0.38,-1.36,-0.35,1.46
1.817,-0.60,-1.05,-0.99,1.57
1.827,-0.68,-0.69,-1.33,1.64
1.837,-0.59,-0.44,-1.38,1.56
1.847,-0.32,-0.32,-1.21,1.29
1.857,0.09,-0.32,-0.83,0.90
1.867,0.42,-0.39,-0.34,0.67
1.877,0.61,-0.50,0.12,0.79
1.887,0.70,-0.60,0.60,1.10
1.897,0.71,-0.65,1.04,1.42
1.907,0.65,-0.64,1.34,1.62
1.917,0.57,-0.59,1.33,1.57
1.927,0.57,-0.55,0.86,1.17
1.937,0.51,-0.44,-0.05,0.67
1.947,0.43,-0.26,-1.12,1.22
1.957,0.44,-0.04,-2.02,2.07
1.967,0.46,0.16,-2.67,2.71
1.977,0.47,0.35,-3.00,3.06
1.987,0.43,0.56,-3.06,3.14
1.997,0.36,0.74,-2.78,2.90
2.007,0.40,0.85,-2.23,2.42
2.017,0.51,0.88,-1.62,1.92
2.027,0.62,0.88,-1.25,1.65
2.037,0.70,0.83,-1.09,1.54
2.047,0.76,0.81,-0.98,1.48
2.057,0.78,0.82,-0.84,1.41
2.067,0.85,0.81,-0.62,1.32
2.077,0.94,0.82,-0.30,1.28
2.087,1.09,0.86,0.03,1.39
2.097,1.15,0.92,0.37,1.52
2.107,1.07,1.03,0.62,1.61
2.117,0.94,1.09,0.79,1.64
2.127,0.74,1.06,0.89,1.57
2.137,0.55,0.97,0.95,1.47
2.147,0.39,0.82,1.14,1.45
2.157,0.31,0.58,1.41,1.55
2.167,0.24,0.32,1.70,1.75
2.177,0.23,0.10,1.96,1.97
2.187,0.30,-0.13,2.12,2.14
2.197,0.39,-0.30,2.16,2.22
2.207,0.43,-0.42,2.12,2.21
2.217,0.46,-0.47,2.01,2.12
2.227,0.39,-0.50,1.73,1.84
2.237,0.09,-0.41,1.24,1.31
2.247,-0.31,-0.19,0.61,0.71
2.257,-0.61,0.00,-0.09,0.61
2.267,-0.72,0.15,-0.66,0.99
2.277,-0.70,0.25,-0.84,1.12
2.287,-0.58,0.30,-0.63,0.91
2.297,-0.31,0.22,-0.10,0.39
2.307,0.09,-0.03,0.62,0.63
2.317,0.42,-0.38,1.30,1.42
2.327,0.51,-0.71,1.75,1.96
2.337,0.37,-0.94,1.93,2.18
2.347,0.08,-1.08,1.76,2.07
2.356,-0.29,-1.16,1.20,1.70
2.366,-0.61,-1.15,0.42,1.36
2.376,-0.80,-1.09,-0.34,1.39
2.387,-0.92,-1.09,-0.91,1.69
2.396,-0.93,-1.08,-1.12,1.81
2.407,-0.87,-1.11,-1.01,1.73
2.416,-0.72,-1.20,-0.61,1.52
2.426,-0.47,-1.27,-0.12,1.36
2.436,-0.28,-1.28,0.29,1.34
2.446,-0.18,-1.26,0.39,1.33
2.456,-0.19,-1.21,0.13,1.23
2.466,-0.25,-1.10,-0.35,1.18
2.476,-0.32,-0.97,-0.87,1.34
2.486,-0.37,-0.74,-1.36,1.59
2.496,-0.51,-0.47,-1.85,1.97
2.506,-0.65,-0.19,-2.28,2.38
2.516,-0.75,0.03,-2.58,2.69
2.526,-0.77,0.18,-2.80,2.91
2.536,-0.80,0.35,-2.89,3.02
2.546,-0.84,0.52,-2.82,2.99
2.556,-0.91,0.70,-2.53,2.77
2.566,-0.88,0.77,-2.09,2.39
2.576,-0.78,0.80,-1.58,1.93
2.586,-0.63,0.83,-1.06,1.49
2.596,-0.49,0.78,-0.60,1.10
2.606,-0.43,0.68,-0.15,0.82
2.616,-0.45,0.60,0.29,0.81
2.626,-0.55,0.53,0.66,1.01
2.636,-0.62,0.48,0.91,1.20
2.646,-0.66,0.45,1.08,1.34
2.656,-0.69,0.47,1.22,1.48
2.666,-0.67,0.50,1.22,1.48
2.676,-0.61,0.60,1.10,1.39
2.686,-0.55,0.75,0.89,1.28
2.696,-0.43,0.90,0.65,1.19
2.706,-0.32,1.01,0.41,1.14
2.716,-0.22,1.06,0.21,1.10
2.726,-0.15,1.05,0.22,1.08
2.736,-0.12,1.03,0.43,1.12
2.746,-0.06,0.93,0.63,1.13
2.756,0.00,0.80,0.79,1.12
2.766,0.05,0.65,0.85,1.08
2.776,0.10,0.51,0.83,0.98
2.786,0.19,0.37,0.76,0.87
2.796,0.29,0.22,0.83,0.91
2.806,0.22,0.12,1.04,1.07
2.816,-0.11,0.10,1.27,1.28
2.826,-0.57,0.18,1.36,1.49
2.836,-0.81,0.31,1.27,1.54
2.846,-0.68,0.39,0.92,1.21
2.856,-0.23,0.38,0.51,0.68
2.866,0.41,0.38,0.33,0.65
2.876,1.01,0.33,0.56,1.20
2.886,1.42,0.15,1.19,1.86
2.896,1.55,-0.22,1.97,2.51
2.906,1.41,-0.68,2.61,3.04
2.916,1.10,-1.17,2.90,3.31
2.926,0.72,-1.66,2.67,3.23
2.936,0.31,-2.07,2.05,2.93
2.946,-0.09,-2.30,1.33,2.65
2.956,-0.36,-2.27,0.63,2.39
2.966,-0.39,-2.05,0.01,2.08
2.976,-0.25,-1.65,-0.42,1.72
2.986,0.01,-1.23,-0.58,1.36
2.995,0.40,-0.83,-0.57,1.08
3.006,0.83,-0.49,-0.56,1.11
3.015,1.18,-0.27,-0.65,1.38
3.026,1.36,-0.14,-0.74,1.55
3.036,1.40,-0.10,-0.75,1.59
3.045,1.26,-0.10,-0.81,1.50
3.055,1.05,-0.17,-1.01,1.47
3.065,0.85,-0.32,-1.38,1.65
3.075,0.63,-0.40,-1.80,1.95
3.086,0.44,-0.39,-2.14,2.22
3.095,0.36,-0.32,-2.38,2.42
3.105,0.41,-0.22,-2.48,2.52
3.115,0.49,-0.09,-2.50,2.55
3.125,0.46,0.08,-2.44,2.48
3.135,0.41,0.27,-2.25,2.31
3.145,0.46,0.43,-2.05,2.15
3.155,0.57,0.55,-1.92,2.07
3.165,0.69,0.60,-1.86,2.07
3.175,0.73,0.62,-1.78,2.02
3.185,0.64,0.62,-1.57,1.81
3.195,0.60,0.64,-1.24,1.52
3.205,0.57,0.72,-0.91,1.30
3.215,0.48,0.72,-0.59,1.05
3.225,0.44,0.67,-0.24,0.84
3.235,0.40,0.57,0.15,0.71
3.245,0.35,0.44,0.59,0.81
3.255,0.23,0.33,1.02,1.10
3.265,0.08,0.24,1.39,1.42
3.275,-0.04,0.17,1.66,1.67
3.285,-0.10,0.16,1.81,1.82
3.295,-0.17,0.18,1.79,1.81
3.305,-0.21,0.26,1.67,1.70
3.315,-0.21,0.37,1.58,1.64
3.325,-0.16,0.39,1.56,1.61
3.335,-0.06,0.39,1.52,1.57
3.345,0.07,0.35,1.43,1.47
3.355,0.23,0.26,1.34,1.38
3.365,0.26,0.19,1.37,1.40
3.375,0.05,0.27,1.44,1.47
3.385,-0.28,0.42,1.32,1.42
3.395,-0.53,0.54,0.89,1.17
3.405,-0.59,0.59,0.34,0.90
3.415,-0.51,0.55,0.01,0.75
3.425,-0.31,0.36,-0.00,0.48
3.435,-0.09,0.13,0.42,0.45
3.445,0.02,-0.23,1.15,1.17
3.455,-0.01,-0.60,1.89,1.98
3.465,-0.16,-0.93,2.38,2.56
3.475,-0.38,-1.22,2.47,2.78
3.485,-0.61,-1.45,2.08,2.60
3.495,-0.88,-1.55,1.24,2.17
3.505,-1.15,-1.44,0.21,1.85
3.515,-1.36,-1.17,-0.70,1.92
3.525,-1.45,-0.85,-1.37,2.17
3.535,-1.39,-0.59,-1.79,2.35
3.545,-1.23,-0.38,-2.02,2.39
3.555,-0.94,-0.23,-1.94,2.17
3.565,-0.64,-0.22,-1.54,1.68
3.575,-0.44,-0.36,-0.89,1.05
3.585,-0.38,-0.56,-0.15,0.69
3.595,-0.40,-0.74,0.43,0.94
3.605,-0.53,-0.86,0.74,1.25
3.615,-0.72,-0.95,0.74,1.40
3.625,-0.87,-1.00,0.32,1.36
3.635,-0.92,-0.99,-0.38,1.40
3.645,-0.93,-0.86,-1.04,1.64
3.655,-1.00,-0.60,-1.57,1.96
3.665,-1.02,-0.32,-1.93,2.20
3.675,-0.96,-0.04,-2.12,2.33
3.684,-0.86,0.21,-2.21,2.38
3.694,-0.72,0.40,-2.17,2.32
3.705,-0.59,0.54,-2.03,2.18
3.714,-0.54,0.64,-1.76,1.95
3.724,-0.57,0.68,-1.42,1.68
3.734,-0.62,0.70,-1.08,1.43
3.744,-0.62,0.67,-0.79,1.20
3.754,-0.60,0.58,-0.59,1.03
3.764,-0.63,0.50,-0.48,0.93
3.774,-0.69,0.50,-0.38,0.93
3.784,-0.74,0.56,-0.29,0.97
3.794,-0.76,0.65,-0.19,1.02
3.804,-0.79,0.73,-0.14,1.09
3.814,-0.89,0.81,-0.11,1.21
3.824,-0.99,0.84,-0.12,1.31
3.834,-1.02,0.84,-0.12,1.32
3.844,-0.96,0.79,0.03,1.25
3.854,-0.82,0.73,0.37,1.15
3.864,-0.69,0.69,0.89,1.32
3.874,-0.58,0.68,1.43,1.69
3.884,-0.50,0.68,1.82,2.00
3.894,-0.36,0.69,2.04,2.18
3.904,-0.24,0.65,1.98,2.10
3.914,-0.13,0.54,1.69,1.78
3.924,-0.05,0.41,1.38,1.44
3.934,0.04,0.24,1.14,1.17
3.944,0.16,0.08,1.11,1.12
3.954,0.20,-0.07,1.21,1.23
3.964,0.06,-0.11,1.40,1.40
3.974,-0.23,0.04,1.59,1.61
3.984,-0.51,0.22,1.58,1.67
3.994,-0.71,0.36,1.26,1.49
4.004,-0.65,0.41,0.75,1.08
4.014,-0.33,0.34,0.33,0.58
4.024,0.13,0.13,0.21,0.28
4.034,0.60,-0.20,0.55,0.84
4.044,0.95,-0.61,1.30,1.72
4.054,1.01,-1.03,1.99,2.46
4.064,0.90,-1.40,2.39,2.91
4.074,0.71,-1.71,2.33,2.97
4.084,0.36,-1.90,1.82,2.66
4.094,-0.06,-2.00,1.02,2.25
4.104,-0.32,-1.96,0.07,1.98
4.114,-0.40,-1.72,-0.81,1.94
4.124,-0.34,-1.29,-1.35,1.90
4.134,-0.20,-0.80,-1.65,1.84
4.144,0.11,-0.32,-1.81,1.85
4.154,0.58,-0.01,-1.84,1.93
4.164,1.03,0.20,-1.62,1.93
4.174,1.30,0.29,-1.17,1.77
4.184,1.49,0.21,-0.54,1.60
4.194,1.57,-0.03,0.11,1.57
4.204,1.47,-0.24,0.66,1.63
4.214,1.20,-0.45,0.88,1.55
4.224,0.88,-0.64,0.80,1.35
4.234,0.63,-0.78,0.47,1.11
4.244,0.45,-0.90,-0.06,1.01
4.254,0.32,-0.93,-0.72,1.22
4.264,0.21,-0.81,-1.38,1.61
4.274,0.13,-0.53,-1.83,1.91
4.284,0.17,-0.19,-2.10,2.12
4.293,0.21,0.12,-2.19,2.21
4.304,0.26,0.39,-2.13,2.18
4.313,0.40,0.56,-2.04,2.15
4.324,0.57,0.73,-1.95,2.16
4.333,0.71,0.84,-1.89,2.19
4.343,0.82,0.93,-1.79,2.18
4.353,0.83,1.01,-1.60,2.07
4.363,0.74,1.01,-1.33,1.83
4.373,0.65,0.91,-0.98,1.49
4.383,0.54,0.77,-0.58,1.11
4.393,0.40,0.62,-0.25,0.78
4.404,0.24,0.52,-0.03,0.57
4.413,0.04,0.45,0.08,0.46
4.423,-0.05,0.47,0.04,0.48
4.433,-0.06,0.54,-0.12,0.55
4.443,-0.04,0.69,-0.30,0.75
4.453,-0.05,0.85,-0.41,0.94
4.463,-0.02,0.99,-0.42,1.07
4.473,0.02,1.11,-0.30,1.14
4.483,0.11,1.15,-0.08,1.16
4.493,0.22,1.10,0.20,1.14
4.503,0.30,0.92,0.60,1.13
4.513,0.29,0.65,1.05,1.27
4.523,0.27,0.32,1.43,1.49
4.533,0.19,0.03,1.79,1.80
4.543,0.10,-0.24,2.15,2.17
4.553,-0.01,-0.45,2.27,2.32
4.563,-0.28,-0.49,2.14,2.22
4.573,-0.80,-0.23,1.75,1.94
4.583,-1.29,0.14,1.08,1.69
4.593,-1.39,0.30,0.33,1.46
4.603,-1.20,0.38,-0.17,1.27
4.613,-1.01,0.49,-0.14,1.13
4.623,-0.65,0.52,0.31,0.89
4.633,-0.12,0.30,1.06,1.11
4.643,0.32,-0.15,1.92,1.96
4.653,0.50,-0.67,2.66,2.79
4.663,0.43,-1.11,3.19,3.41
4.673,0.11,-1.48,3.39,3.70
4.683,-0.35,-1.81,2.96,3.49
4.693,-0.78,-2.05,1.91,2.91
4.703,-1.08,-2.01,0.65,2.38
4.713,-1.25,-1.75,-0.53,2.22
4.723,-1.22,-1.42,-1.44,2.36
4.733,-1.12,-1.06,-2.00,2.53
4.743,-0.94,-0.69,-2.15,2.44
4.753,-0.75,-0.46,-1.88,2.08
4.763,-0.46,-0.40,-1.33,1.47
4.773,-0.11,-0.51,-0.71,0.88
4.783,0.12,-0.63,-0.14,0.66
4.793,0.14,-0.68,0.28,0.75
4.803,0.08,-0.66,0.43,0.79
4.813,-0.04,-0.62,0.28,0.68
4.823,-0.14,-0.54,-0.10,0.56
4.833,-0.22,-0.42,-0.66,0.81
4.843,-0.31,-0.28,-1.24,1.30
4.853,-0.42,-0.11,-1.69,1.75
4.863,-0.44,0.05,-2.00,2.05
4.873,-0.42,0.19,-2.18,2.22
4.883,-0.35,0.27,-2.24,2.28
4.893,-0.23,0.29,-2.22,2.25
4.903,-0.21,0.26,-2.09,2.11
4.913,-0.30,0.23,-1.82,1.85
4.923,-0.40,0.20,-1.51,1.57
4.933,-0.43,0.15,-1.18,1.27
4.943,-0.40,0.15,-0.89,0.98
4.952,-0.39,0.17,-0.67,0.79
4.963,-0.42,0.23,-0.51,0.70
4.973,-0.47,0.32,-0.36,0.67
4.982,-0.52,0.42,-0.21,0.70
4.992,-0.57,0.52,-0.05,0.77
5.003,-0.59,0.58,0.15,0.84
5.012,-0.59,0.57,0.32,0.88
5.022,-0.61,0.57,0.38,0.91
5.032,-0.60,0.54,0.44,0.92
5.042,-0.52,0.49,0.50,0.87
5.052,-0.42,0.44,0.57,0.83
5.062,-0.33,0.39,0.71,0.88
5.072,-0.27,0.31,0.91,1.00
5.082,-0.20,0.22,1.12,1.16
5.092,-0.16,0.07,1.28,1.29
5.102,-0.12,-0.05,1.36,1.37
5.112,-0.11,-0.13,1.37,1.38
5.122,-0.04,-0.14,1.31,1.32
5.132,0.09,-0.11,1.17,1.18
5.142,0.21,-0.00,0.99,1.01
5.152,0.28,0.10,0.79,0.84
5.162,0.23,0.14,0.65,0.70
5.172,-0.08,0.28,0.50,0.58
5.182,-0.41,0.44,0.28,0.66
5.192,-0.49,0.49,-0.01,0.69
5.202,-0.33,0.48,-0.27,0.64
5.212,-0.03,0.44,-0.46,0.63
5.222,0.37,0.41,-0.52,0.76
5.232,0.74,0.35,-0.28,0.87
5.242,1.00,0.17,0.11,1.02
5.252,1.20,-0.08,0.43,1.28
5.262,1.27,-0.28,0.63,1.45
5.272,1.16,-0.43,0.70,1.42
5.282,0.98,-0.56,0.64,1.30
5.292,0.69,-0.63,0.48,1.05
5.302,0.34,-0.60,0.25,0.73
5.312,0.04,-0.53,-0.05,0.54
5.322,-0.18,-0.48,-0.26,0.58
5.332,-0.28,-0.46,-0.44,0.69
5.342,-0.12,-0.50,-0.53,0.74
5.352,0.19,-0.60,-0.35,0.72
5.362,0.49,-0.66,0.22,0.85
5.372,0.67,-0.66,1.08,1.43
5.382,0.85,-0.68,1.94,2.22
5.392,1.04,-0.65,2.51,2.79
5.402,1.09,-0.60,2.82,3.08
5.412,1.09,-0.50,2.62,2.89
5.422,1.06,-0.48,1.82,2.16
5.432,0.92,-0.49,0.68,1.24
5.442,0.66,-0.37,-0.35,0.83
5.452,0.43,-0.15,-1.16,1.25
5.462,0.31,0.06,-1.81,1.84
5.472,0.29,0.22,-2.24,2.27
5.482,0.28,0.35,-2.47,2.51
5.492,0.33,0.52,-2.49,2.56
5.502,0.41,0.69,-2.36,2.49
5.512,0.49,0.79,-2.17,2.36
5.522,0.56,0.88,-1.97,2.23
5.532,0.58,0.94,-1.81,2.11
5.542,0.52,0.96,-1.66,1.98
5.552,0.43,0.96,-1.50,1.83
5.562,0.40,0.87,-1.40,1.69
5.572,0.44,0.76,-1.25,1.53
