time,ax,ay,az,atotal
27.379,0.30,0.89,0.53,1.08
27.389,0.37,0.71,0.91,1.21
27.399,0.35,0.50,1.21,1.36
27.409,0.39,0.25,1.32,1.40
27.419,0.25,0.12,1.63,1.66
27.429,-0.12,0.10,1.99,1.99
27.439,-0.64,0.26,2.06,2.17
27.449,-1.25,0.61,1.47,2.03
27.459,-1.50,0.93,0.40,1.81
27.469,-1.15,0.99,-0.57,1.62
27.479,-0.42,0.90,-1.01,1.42
27.489,0.24,0.65,-0.50,0.86
27.499,0.64,0.12,1.05,1.24
27.509,0.77,-0.75,2.78,2.98
27.519,0.61,-1.58,4.12,4.45
27.529,0.26,-2.13,4.88,5.33
27.539,-0.18,-2.40,4.73,5.31
27.549,-0.54,-2.57,3.47,4.35
27.559,-0.80,-2.45,1.41,2.94
27.569,-1.01,-1.93,-0.65,2.27
27.579,-1.07,-1.16,-2.13,2.65
27.589,-1.04,-0.47,-2.96,3.17
27.599,-0.90,-0.04,-3.13,3.26
27.609,-0.74,0.21,-2.55,2.67
27.619,-0.56,0.10,-1.35,1.46
27.629,-0.27,-0.24,-0.05,0.36
27.639,-0.10,-0.56,1.04,1.19
27.649,-0.11,-0.82,1.71,1.90
27.659,-0.08,-1.03,1.94,2.20
27.669,-0.09,-1.14,1.84,2.17
27.679,-0.17,-1.11,1.41,1.80
27.689,-0.27,-0.97,0.71,1.23
27.699,-0.28,-0.69,-0.15,0.76
27.709,-0.24,-0.37,-0.99,1.09
27.719,-0.21,-0.08,-1.66,1.67
27.729,-0.31,0.16,-2.07,2.09
27.739,-0.42,0.25,-2.28,2.33
27.749,-0.41,0.22,-2.30,2.35
27.759,-0.40,0.13,-2.19,2.23
27.769,-0.45,0.07,-2.01,2.06
27.779,-0.49,0.05,-1.79,1.85
27.789,-0.46,0.03,-1.64,1.71
27.799,-0.41,0.01,-1.53,1.58
27.809,-0.41,0.07,-1.38,1.44
27.818,-0.47,0.14,-1.26,1.35
27.829,-0.50,0.24,-1.21,1.33
27.838,-0.46,0.36,-1.21,1.34
27.849,-0.45,0.54,-1.28,1.46
27.859,-0.54,0.69,-1.38,1.63
27.869,-0.62,0.75,-1.34,1.66
27.879,-0.61,0.72,-1.16,1.49
27.888,-0.67,0.67,-0.72,1.19
27.898,-0.77,0.58,-0.24,1.00
27.909,-0.79,0.46,0.13,0.92
27.918,-0.70,0.35,0.44,0.90
27.929,-0.50,0.38,0.73,0.96
27.938,-0.28,0.57,1.10,1.27
27.948,-0.07,0.68,1.37,1.53
27.958,0.10,0.63,1.42,1.56
27.969,0.06,0.53,1.38,1.47
27.978,-0.10,0.35,1.30,1.35
27.988,-0.22,0.14,1.15,1.18
27.998,-0.21,0.02,1.03,1.06
28.008,-0.26,-0.06,0.96,1.00
28.018,-0.53,0.01,0.93,1.07
28.028,-0.97,0.28,0.81,1.29
28.038,-1.10,0.51,0.53,1.32
28.048,-0.73,0.50,0.37,0.96
28.058,-0.07,0.41,0.50,0.65
28.068,0.66,0.23,1.05,1.26
28.078,1.19,-0.15,2.01,2.34
28.088,1.49,-0.62,3.06,3.45
28.098,1.74,-1.19,3.73,4.28
28.108,1.78,-1.73,4.02,4.73
28.118,1.53,-1.98,4.00,4.72
28.128,1.20,-2.00,3.39,4.11
28.138,1.01,-1.85,2.12,2.99
28.148,0.98,-1.44,0.56,1.83
28.158,1.01,-0.78,-0.80,1.51
28.168,1.00,-0.09,-1.70,1.97
28.178,1.06,0.40,-2.10,2.38
28.188,1.15,0.57,-2.20,2.55
28.198,1.19,0.55,-2.01,2.40
28.208,1.16,0.35,-1.53,1.95
28.218,1.23,0.04,-0.78,1.46
28.228,1.35,-0.31,0.04,1.39
28.238,1.39,-0.53,0.62,1.61
28.248,1.23,-0.63,1.03,1.73
28.258,0.96,-0.67,1.16,1.65
28.268,0.70,-0.70,0.93,1.36
28.278,0.56,-0.70,0.34,0.95
28.288,0.44,-0.61,-0.46,0.88
28.298,0.36,-0.38,-1.20,1.31
28.308,0.37,-0.12,-1.75,1.79
28.318,0.41,0.17,-2.03,2.08
28.328,0.50,0.42,-2.10,2.20
28.338,0.57,0.60,-2.01,2.18
28.348,0.53,0.77,-1.88,2.10
28.358,0.54,0.84,-1.85,2.10
28.368,0.54,0.88,-1.88,2.15
28.378,0.54,0.93,-1.89,2.18
28.388,0.54,0.96,-1.89,2.19
28.398,0.52,0.97,-1.78,2.09
28.408,0.47,0.94,-1.59,1.91
28.418,0.35,0.88,-1.29,1.60
28.428,0.30,0.82,-0.99,1.32
28.438,0.33,0.83,-0.70,1.13
28.448,0.44,0.84,-0.44,1.05
28.458,0.53,0.88,-0.10,1.03
28.468,0.49,0.88,0.24,1.04
28.478,0.46,0.82,0.47,1.06
28.488,0.41,0.73,0.59,1.03
28.498,0.33,0.63,0.57,0.91
28.508,0.15,0.56,0.47,0.74
28.517,-0.02,0.56,0.35,0.66
28.528,-0.10,0.59,0.28,0.66
28.537,-0.07,0.65,0.23,0.69
28.547,-0.03,0.68,0.32,0.75
28.558,-0.02,0.61,0.51,0.79
28.567,0.08,0.47,0.79,0.93
28.577,0.15,0.35,1.05,1.12
28.587,0.29,0.17,1.19,1.24
28.597,0.43,0.09,1.35,1.41
28.607,0.27,0.16,1.54,1.57
28.617,-0.11,0.32,1.59,1.62
28.627,-0.59,0.59,1.26,1.51
28.637,-0.98,0.83,0.59,1.42
28.647,-1.09,0.89,-0.02,1.41
28.657,-0.82,0.88,-0.30,1.24
28.667,-0.22,0.70,-0.14,0.75
28.677,0.44,0.38,0.70,0.91
28.687,0.91,-0.14,1.87,2.08
28.697,0.97,-0.77,2.82,3.08
28.707,0.81,-1.29,3.54,3.86
28.717,0.44,-1.58,3.88,4.21
28.727,0.12,-1.86,3.46,3.93
28.737,-0.14,-2.04,2.26,3.05
28.747,-0.39,-1.87,0.58,1.99
28.757,-0.53,-1.37,-0.90,1.72
28.767,-0.69,-0.70,-1.93,2.16
28.777,-0.83,-0.29,-2.51,2.66
28.787,-0.76,-0.10,-2.63,2.74
28.797,-0.69,-0.03,-2.19,2.30
28.807,-0.57,-0.10,-1.20,1.33
28.817,-0.31,-0.33,0.16,0.48
28.827,-0.01,-0.63,1.45,1.58
28.837,0.09,-0.90,2.36,2.53
28.847,0.09,-1.16,2.68,2.92
28.857,-0.01,-1.32,2.56,2.88
28.867,-0.19,-1.36,1.97,2.40
28.877,-0.34,-1.31,0.99,1.68
28.887,-0.48,-1.14,-0.07,1.24
28.897,-0.63,-0.90,-1.00,1.49
28.907,-0.62,-0.58,-1.64,1.85
28.917,-0.51,-0.26,-2.11,2.18
28.927,-0.39,0.03,-2.44,2.47
28.937,-0.36,0.29,-2.63,2.67
28.947,-0.35,0.34,-2.84,2.88
28.957,-0.34,0.30,-2.85,2.88
28.967,-0.41,0.23,-2.60,2.64
28.977,-0.48,0.17,-2.25,2.31
28.987,-0.49,0.10,-1.85,1.91
28.997,-0.48,0.09,-1.44,1.52
29.007,-0.47,0.11,-1.12,1.22
29.017,-0.46,0.16,-1.03,1.14
29.027,-0.46,0.27,-1.07,1.20
29.037,-0.52,0.45,-1.20,1.38
29.047,-0.57,0.61,-1.34,1.58
29.057,-0.61,0.73,-1.41,1.70
29.067,-0.61,0.76,-1.31,1.64
29.077,-0.61,0.78,-1.01,1.41
29.087,-0.59,0.79,-0.57,1.14
29.097,-0.51,0.81,-0.05,0.96
29.107,-0.45,0.84,0.38,1.02
29.117,-0.48,0.82,0.69,1.18
29.127,-0.53,0.83,0.86,1.31
29.137,-0.52,0.80,0.78,1.24
29.147,-0.42,0.75,0.49,0.99
29.157,-0.30,0.76,0.23,0.85
29.167,-0.26,0.79,0.12,0.84
29.177,-0.16,0.75,0.13,0.78
29.187,-0.07,0.70,0.28,0.75
29.197,-0.07,0.64,0.60,0.88
29.207,0.04,0.49,0.93,1.06
29.217,0.17,0.33,1.23,1.28
29.227,0.24,0.16,1.44,1.47
29.237,-0.13,0.07,1.59,1.59
29.247,-0.72,0.29,1.64,1.82
29.257,-0.73,0.51,1.36,1.62
29.267,-0.29,0.68,0.65,0.99
29.277,0.18,0.88,-0.22,0.92
29.287,0.56,0.93,-0.74,1.31
29.297,0.99,0.70,-0.47,1.30
29.307,1.56,0.29,0.65,1.71
29.316,1.79,-0.18,2.03,2.71
29.327,1.56,-0.85,3.17,3.63
29.336,1.18,-1.46,3.85,4.29
29.347,0.86,-1.95,3.79,4.35
29.356,0.55,-2.27,2.99,3.80
29.366,0.18,-2.24,1.84,2.91
29.376,-0.01,-1.94,0.61,2.04
29.386,-0.05,-1.46,-0.25,1.49
29.396,-0.14,-0.94,-0.71,1.19
29.406,-0.15,-0.46,-0.90,1.02
29.416,0.11,-0.25,-0.88,0.93
29.426,0.35,-0.21,-0.69,0.80
29.436,0.38,-0.16,-0.39,0.57
29.446,0.39,-0.08,-0.14,0.42
29.456,0.41,-0.08,-0.10,0.43
29.466,0.42,-0.12,-0.20,0.48
29.476,0.32,-0.09,-0.35,0.48
29.486,0.25,-0.05,-0.49,0.55
29.496,0.14,0.01,-0.62,0.64
29.506,0.12,0.10,-0.75,0.77
29.516,0.18,0.21,-0.88,0.92
29.526,0.21,0.34,-1.08,1.16
29.536,0.25,0.45,-1.30,1.39
29.546,0.21,0.50,-1.39,1.49
29.556,0.12,0.51,-1.33,1.43
29.566,0.02,0.42,-1.15,1.22
29.576,-0.14,0.28,-0.88,0.93
29.586,-0.28,0.12,-0.61,0.68
29.596,-0.24,-0.00,-0.43,0.50
29.606,-0.12,-0.06,-0.53,0.55
29.616,-0.02,0.01,-0.63,0.63
29.626,0.21,0.15,-0.71,0.76
29.636,0.31,0.32,-0.77,0.89
29.646,0.38,0.43,-0.75,0.94
29.656,0.38,0.49,-0.69,0.93
29.666,0.36,0.48,-0.70,0.92
29.676,0.34,0.47,-0.70,0.91
29.686,0.31,0.52,-0.67,0.90
29.696,0.27,0.59,-0.68,0.94
29.706,0.12,0.64,-0.66,0.93
29.716,0.03,0.71,-0.51,0.88
29.726,-0.04,0.72,-0.43,0.84
29.736,-0.06,0.74,-0.31,0.80
29.746,0.01,0.77,-0.07,0.77
29.756,0.16,0.79,0.23,0.84
29.766,0.27,0.84,0.48,1.00
29.776,0.40,0.88,0.58,1.13
29.786,0.57,0.89,0.80,1.32
29.796,0.61,0.83,1.06,1.48
29.806,0.79,0.54,1.36,1.66
29.816,0.72,0.23,1.58,1.76
29.826,0.37,0.09,1.73,1.77
29.836,-0.20,0.13,1.80,1.82
29.846,-0.81,0.43,1.45,1.71
29.856,-1.05,0.79,0.65,1.46
29.866,-0.95,1.00,-0.14,1.39
29.876,-0.68,1.10,-0.50,1.38
29.886,-0.37,1.03,-0.23,1.11
29.896,0.14,0.77,0.57,0.96
29.906,0.54,0.33,1.54,1.66
29.916,0.63,-0.21,2.29,2.38
29.926,0.58,-0.78,2.78,2.95
29.936,0.24,-1.22,2.97,3.22
29.946,-0.26,-1.53,2.64,3.06
29.955,-0.71,-1.68,1.79,2.56
29.966,-1.02,-1.65,0.73,2.07
29.976,-1.10,-1.44,-0.31,1.84
29.986,-1.13,-1.14,-1.09,1.94
29.995,-1.08,-0.87,-1.47,2.02
30.005,-0.79,-0.68,-1.44,1.77
30.015,-0.45,-0.62,-0.94,1.21
30.026,-0.28,-0.69,-0.22,0.78
30.035,-0.20,-0.82,0.35,0.91
30.045,-0.17,-0.94,0.62,1.14
30.055,-0.19,-1.03,0.51,1.17
30.065,-0.29,-1.10,0.14,1.14
30.075,-0.38,-1.10,-0.39,1.23
30.085,-0.44,-0.97,-0.89,1.38
30.095,-0.53,-0.75,-1.34,1.62
30.105,-0.51,-0.44,-1.70,1.83
30.115,-0.40,-0.03,-2.03,2.06
30.125,-0.36,0.35,-2.30,2.35
30.135,-0.45,0.58,-2.46,2.57
30.145,-0.52,0.63,-2.47,2.60
30.155,-0.56,0.56,-2.22,2.36
30.165,-0.59,0.38,-1.74,1.88
30.175,-0.59,0.15,-1.16,1.31
30.185,-0.60,-0.04,-0.53,0.80
30.195,-0.64,-0.17,-0.05,0.66
30.205,-0.59,-0.17,0.27,0.67
30.215,-0.48,-0.02,0.36,0.60
30.225,-0.36,0.16,0.25,0.46
30.235,-0.31,0.40,-0.08,0.51
30.245,-0.32,0.65,-0.42,0.84
30.255,-0.41,0.91,-0.69,1.21
30.265,-0.38,0.99,-0.84,1.35
30.275,-0.44,1.02,-0.82,1.39
30.285,-0.57,1.04,-0.72,1.39
30.295,-0.58,1.00,-0.53,1.28
30.305,-0.55,0.96,-0.22,1.13
30.315,-0.48,0.91,0.10,1.04
30.325,-0.39,0.85,0.43,1.03
30.335,-0.18,0.77,0.71,1.07
30.345,-0.01,0.69,0.99,1.21
30.355,0.01,0.67,1.11,1.30
30.365,0.18,0.50,1.07,1.19
30.375,0.24,0.29,1.01,1.08
30.385,0.03,0.20,0.89,0.91
30.395,-0.08,0.06,0.71,0.71
30.405,-0.10,-0.08,0.55,0.57
30.415,-0.24,-0.07,0.49,0.55
30.425,-0.64,0.17,0.44,0.80
30.435,-1.11,0.52,0.25,1.25
30.445,-1.11,0.74,-0.05,1.33
30.455,-0.51,0.72,-0.23,0.91
30.465,0.12,0.60,-0.09,0.61
30.475,0.61,0.35,0.43,0.82
30.485,0.96,-0.08,1.33,1.65
30.495,1.18,-0.62,2.32,2.67
30.505,1.36,-1.19,3.03,3.53
30.515,1.18,-1.52,3.21,3.74
30.525,1.18,-1.82,2.95,3.66
30.535,1.00,-1.92,2.39,3.22
30.545,0.55,-1.77,1.50,2.38
30.555,0.22,-1.52,0.63,1.66
30.565,0.13,-1.14,0.10,1.15
30.575,0.07,-0.79,-0.27,0.84
30.585,0.11,-0.66,-0.53,0.85
30.595,0.19,-0.57,-0.63,0.87
30.605,0.24,-0.48,-0.52,0.74
30.615,0.31,-0.46,-0.25,0.61
30.625,0.45,-0.53,0.09,0.70
30.634,0.63,-0.57,0.45,0.96
30.645,0.78,-0.58,0.70,1.20
30.654,0.78,-0.56,0.76,1.23
30.665,0.67,-0.49,0.59,1.02
30.675,0.60,-0.36,0.12,0.71
30.684,0.56,-0.18,-0.57,0.82
30.694,0.55,0.06,-1.22,1.34
30.704,0.53,0.30,-1.73,1.83
30.714,0.50,0.51,-1.99,2.11
30.725,0.34,0.65,-2.20,2.32
30.734,0.22,0.71,-2.40,2.51
30.745,0.17,0.77,-2.42,2.55
30.754,0.13,0.78,-2.28,2.41
30.764,0.08,0.73,-2.08,2.21
30.774,0.10,0.66,-1.73,1.86
30.784,0.20,0.57,-1.38,1.51
30.794,0.31,0.51,-1.06,1.22
30.804,0.31,0.50,-0.76,0.96
30.814,0.27,0.50,-0.51,0.76
30.824,0.23,0.45,-0.38,0.64
30.834,0.16,0.37,-0.25,0.47
30.844,0.05,0.27,-0.13,0.30
30.854,-0.04,0.15,0.01,0.16
30.864,0.02,0.06,0.17,0.18
30.874,0.02,0.06,0.37,0.38
30.884,-0.05,0.12,0.54,0.56
30.894,-0.09,0.25,0.59,0.65
30.904,-0.03,0.45,0.50,0.67
30.914,0.06,0.70,0.26,0.75
30.924,0.18,0.96,-0.04,0.98
30.934,0.30,1.17,-0.23,1.23
30.944,0.31,1.32,-0.23,1.37
30.954,0.28,1.36,-0.03,1.39
30.964,0.31,1.30,0.21,1.35
30.974,0.33,1.09,0.49,1.24
30.984,0.38,0.85,0.76,1.21
30.994,0.42,0.59,1.03,1.26
31.004,0.48,0.30,1.27,1.39
31.014,0.42,0.10,1.59,1.65
31.024,0.16,0.03,1.87,1.88
31.034,-0.30,0.11,1.83,1.86
31.044,-0.91,0.41,1.22,1.58
31.054,-1.27,0.81,0.06,1.51
31.064,-1.21,1.03,-1.05,1.90
31.074,-0.89,1.09,-1.55,2.10
31.084,-0.68,1.09,-1.23,1.78
31.094,-0.51,0.91,-0.22,1.06
31.104,-0.29,0.39,0.90,1.02
31.114,-0.08,-0.28,1.70,1.73
31.124,-0.07,-0.84,2.09,2.25
31.134,-0.27,-1.30,2.05,2.45
31.144,-0.56,-1.62,1.66,2.39
31.154,-0.84,-1.75,1.06,2.21
31.164,-0.95,-1.67,0.30,1.94
31.174,-0.93,-1.39,-0.40,1.72
31.184,-0.84,-1.08,-0.84,1.60
31.194,-0.62,-0.91,-0.81,1.37
31.204,-0.43,-0.93,-0.21,1.04
31.214,-0.39,-1.18,0.63,1.39
31.224,-0.44,-1.57,1.40,2.15
31.234,-0.53,-1.88,1.98,2.78
31.244,-0.59,-2.09,2.25,3.12
31.254,-0.62,-2.12,1.97,2.96
31.264,-0.57,-1.93,1.15,2.32
31.274,-0.45,-1.50,0.01,1.57
31.284,-0.30,-0.91,-1.02,1.40
31.294,0.01,-0.33,-1.88,1.91
31.304,0.18,0.27,-2.35,2.37
31.314,0.02,0.70,-2.61,2.71
31.324,-0.15,0.85,-2.74,2.87
31.334,-0.37,0.85,-2.57,2.73
31.344,-0.57,0.70,-2.33,2.50
31.354,-0.67,0.46,-2.14,2.29
31.364,-0.72,0.17,-1.95,2.09
31.374,-0.72,-0.06,-1.68,1.83
31.384,-0.67,-0.25,-1.31,1.49
31.394,-0.54,-0.31,-0.94,1.12
31.403,-0.36,-0.25,-0.61,0.75
31.413,-0.20,-0.13,-0.29,0.38
31.423,-0.19,0.01,-0.17,0.26
31.433,-0.24,0.12,-0.28,0.38
31.444,-0.25,0.27,-0.49,0.61
31.454,-0.29,0.46,-0.71,0.90
31.463,-0.39,0.62,-0.89,1.15
31.473,-0.48,0.73,-0.82,1.19
31.483,-0.59,0.76,-0.48,1.08
31.493,-0.64,0.72,-0.06,0.97
31.503,-0.59,0.61,0.21,0.88
31.513,-0.60,0.46,0.46,0.88
31.523,-0.59,0.35,0.81,1.06
31.533,-0.42,0.29,1.16,1.27
31.543,-0.21,0.28,1.44,1.48
31.553,-0.06,0.32,1.53,1.57
31.563,-0.06,0.32,1.44,1.48
31.573,-0.12,0.30,1.30,1.34
31.583,-0.10,0.27,1.03,1.07
31.593,0.05,0.18,0.69,0.71
31.603,0.20,0.14,0.43,0.50
31.613,0.23,0.12,0.35,0.44
31.623,0.20,0.11,0.39,0.45
31.633,-0.14,0.24,0.43,0.51
31.643,-0.58,0.57,0.26,0.85
31.653,-0.64,0.88,-0.04,1.09
31.663,-0.41,1.06,-0.36,1.20
31.673,-0.15,1.28,-0.53,1.39
31.683,0.31,1.39,-0.54,1.53
31.693,1.09,1.15,-0.21,1.60
31.703,1.80,0.57,0.76,2.04
31.713,2.11,-0.20,2.14,3.01
31.723,1.90,-0.93,3.35,3.96
31.733,1.51,-1.53,4.12,4.65
31.743,1.22,-2.01,4.28,4.89
31.753,0.91,-2.29,3.73,4.47
31.763,0.63,-2.31,2.44,3.42
31.773,0.53,-2.06,0.91,2.31
31.783,0.45,-1.58,-0.17,1.65
31.793,0.42,-1.02,-0.74,1.32
31.803,0.57,-0.57,-0.97,1.26
31.813,0.78,-0.30,-1.00,1.30
31.823,0.95,-0.12,-0.99,1.37
31.833,1.02,-0.05,-0.89,1.36
31.843,0.94,-0.09,-0.71,1.19
31.853,0.87,-0.20,-0.52,1.03
31.863,0.81,-0.31,-0.42,0.97
31.873,0.63,-0.33,-0.47,0.85
31.883,0.40,-0.27,-0.71,0.86
31.893,0.28,-0.17,-1.03,1.08
31.903,0.30,-0.03,-1.40,1.43
31.913,0.38,0.11,-1.74,1.79
31.923,0.39,0.23,-1.91,1.96
31.933,0.35,0.31,-1.89,1.94
31.943,0.30,0.31,-1.63,1.68
31.953,0.22,0.28,-1.27,1.32
31.963,0.10,0.22,-1.02,1.05
31.973,-0.03,0.13,-0.92,0.93
31.983,-0.15,0.05,-0.93,0.95
31.993,-0.17,0.00,-0.94,0.95
32.003,-0.14,0.02,-0.89,0.90
32.013,-0.12,0.12,-0.69,0.71
32.023,0.01,0.24,-0.50,0.55
32.033,0.11,0.39,-0.33,0.52
32.043,0.21,0.54,-0.17,0.60
32.053,0.24,0.58,0.01,0.62
32.063,0.25,0.49,0.20,0.59
32.072,0.21,0.31,0.45,0.59
32.083,0.14,0.14,0.64,0.67
32.093,0.08,0.03,0.67,0.68
32.103,-0.05,0.03,0.56,0.56
32.113,-0.17,0.14,0.37,0.43
32.122,-0.11,0.27,0.11,0.31
32.132,0.07,0.42,-0.10,0.43
32.143,-0.01,0.75,-0.21,0.78
32.152,-0.02,1.05,-0.28,1.09
32.163,0.24,1.25,-0.23,1.29
32.173,0.43,1.39,-0.06,1.46
32.182,0.55,1.43,0.20,1.55
32.192,0.68,1.32,0.54,1.57
32.202,0.83,1.04,0.88,1.60
32.212,0.79,0.73,1.14,1.56
32.222,0.64,0.38,1.54,1.71
32.232,0.33,0.15,2.00,2.03
32.242,-0.16,0.16,2.12,2.13
32.252,-0.63,0.37,1.53,1.69
32.262,-0.74,0.62,0.51,1.09
32.272,-0.57,0.75,-0.32,1.00
32.282,-0.37,0.83,-0.59,1.08
32.292,-0.20,0.88,-0.36,0.97
32.302,0.09,0.66,0.20,0.70
32.312,0.46,0.16,1.00,1.11
32.322,0.71,-0.49,1.75,1.95
32.332,0.69,-1.10,2.26,2.60
32.342,0.41,-1.57,2.47,2.95
32.352,0.02,-1.93,2.25,2.96
32.362,-0.31,-2.06,1.57,2.61
32.372,-0.50,-1.95,0.55,2.08
32.382,-0.71,-1.55,-0.50,1.78
32.392,-0.96,-1.04,-1.41,1.99
32.402,-0.96,-0.65,-2.00,2.32
32.412,-0.87,-0.37,-2.14,2.34
32.422,-0.78,-0.21,-1.73,1.91
32.432,-0.59,-0.29,-0.78,1.02
32.442,-0.35,-0.62,0.47,0.85
32.452,-0.08,-1.03,1.63,1.93
32.462,0.09,-1.41,2.42,2.80
32.472,0.12,-1.73,2.73,3.24
32.482,0.01,-1.95,2.54,3.20
32.492,-0.09,-2.01,1.93,2.79
32.502,-0.12,-1.85,1.02,2.12
32.512,-0.17,-1.48,-0.01,1.49
32.522,-0.23,-1.01,-0.93,1.39
32.532,-0.19,-0.59,-1.76,1.87
32.542,-0.16,-0.17,-2.30,2.31
32.552,-0.14,0.18,-2.59,2.60
32.562,-0.04,0.39,-2.60,2.63
32.572,0.02,0.47,-2.20,2.25
32.582,0.06,0.38,-1.83,1.87
32.592,0.15,0.27,-1.47,1.50
32.602,0.25,0.16,-1.08,1.12
32.612,0.17,-0.02,-0.84,0.85
32.622,0.10,-0.31,-0.63,0.71
32.632,0.08,-0.54,-0.34,0.64
32.642,-0.05,-0.62,-0.14,0.64
32.652,-0.17,-0.57,-0.27,0.65
32.662,-0.18,-0.43,-0.46,0.65
32.672,-0.11,-0.20,-0.38,0.45
32.682,-0.11,-0.04,-0.30,0.32
32.692,-0.19,-0.05,-0.53,0.57
32.702,-0.20,-0.05,-0.79,0.82
32.712,-0.18,0.03,-0.88,0.90
32.722,-0.14,0.15,-0.91,0.94
32.732,-0.15,0.13,-0.88,0.90
32.742,-0.12,0.05,-0.69,0.70
32.751,-0.01,0.02,-0.40,0.40
32.762,0.13,0.11,0.02,0.17
32.772,0.30,-0.06,0.45,0.54
32.782,0.40,-0.29,0.50,0.71
